Vou No.,Vou Date,Party Name,GSTIN No.,City,Place of Supply,,Product Name,HSN Code,Quantity-1,Item Amount,Expense / Discount,Tax %,Taxable Amt.,IGST,CGST,SGST,Cess,Bill Amount
SE/53,15 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.01,5,560.95,0,14.02,14.02,0,"2,65,650.00"
SE/76,15 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,353.39,0,18,353.39,0,31.81,31.81,0,771
SE/76,15 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,300,-0.01,18,300,0,27,27,0,771
SE/54,16 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,261,"2,03,331.43",0.23,5,"2,03,331.43",0,"5,083.29","5,083.29",0,"2,15,675.00"
SE/54,16 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,844.50",0.24,18,"1,844.50",0,166.01,166.01,0,"2,15,675.00"
SE/77,16 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/55,17 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,388,"3,02,270.48",-0.02,5,"3,02,270.48",0,"7,556.76","7,556.76",0,"3,42,166.00"
SE/55,17 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,445.00",-0.03,18,"18,445.00",0,"1,660.05","1,660.05",0,"3,42,166.00"
SE/55,17 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,6,"1,751.43",-0.03,5,"1,751.43",0,43.79,43.79,0,"3,42,166.00"
SE/55,17 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,2,"1,121.90",-0.03,5,"1,121.90",0,28.05,28.05,0,"3,42,166.00"
SE/78,17 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,211.02,0,18,211.02,0,18.99,18.99,0,721
SE/78,17 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,400,0,18,400,0,36,36,0,721
SE/56,18 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,364,"2,83,573.33",-0.24,5,"2,83,573.33",0,"7,089.33","7,089.33",0,"2,99,284.00"
SE/56,18 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,5,"1,459.52",-0.25,5,"1,459.52",0,36.49,36.49,0,"2,99,284.00"
SE/68,19 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,6,"9,264.41",-0.01,18,"9,264.41",0,833.8,833.8,0,"10,932.00"
SE/57,20 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,264,"2,05,668.57",0.13,5,"2,05,668.57",0,"5,141.71","5,141.71",0,"2,38,024.00"
SE/57,20 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,445.00",0.14,18,"18,445.00",0,"1,660.05","1,660.05",0,"2,38,024.00"
SE/57,20 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.14,5,291.9,0,7.3,7.3,0,"2,38,024.00"
SE/79,20 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,100,0,18,100,0,9,9,0,118
SE/58,21 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,359,"2,79,678.10",0.01,5,"2,79,678.10",0,"6,991.95","6,991.95",0,"2,95,477.00"
SE/58,21 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0,5,"1,167.62",0,29.19,29.19,0,"2,95,477.00"
SE/58,21 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0,5,560.95,0,14.02,14.02,0,"2,95,477.00"
SE/80,21 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,200,0,18,200,0,18,18,0,236
SE/59,22 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,386,"3,00,712.38",0.1,5,"3,00,712.38",0,"7,517.81","7,517.81",0,"3,27,196.00"
SE/59,22 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,1,"1,544.07",0.12,18,"1,544.07",0,138.97,138.97,0,"3,27,196.00"
SE/59,22 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,4,"7,378.00",0.12,18,"7,378.00",0,664.02,664.02,0,"3,27,196.00"
SE/59,22 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,0.12,5,875.71,0,21.89,21.89,0,"3,27,196.00"
SE/81,22 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,100,0,18,100,0,9,9,0,118
SE/60,23 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,266,"2,07,226.67",0.13,5,"2,07,226.67",0,"5,180.67","5,180.67",0,"2,39,660.00"
SE/60,23 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,445.00",0.13,18,"18,445.00",0,"1,660.05","1,660.05",0,"2,39,660.00"
SE/60,23 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.13,5,291.9,0,7.3,7.3,0,"2,39,660.00"
SE/82,23 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,42.37,0.01,18,42.37,0,3.81,3.81,0,50
SE/61,24 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,274,"2,13,459.05",-0.01,5,"2,13,459.05",0,"5,336.48","5,336.48",0,"2,24,745.00"
SE/61,24 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,-0.01,5,583.81,0,14.6,14.6,0,"2,24,745.00"
SE/62,25 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,351,"2,73,445.71",-0.24,5,"2,73,445.71",0,"6,836.14","6,836.14",0,"2,88,650.00"
SE/62,25 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,5,"1,459.52",-0.25,5,"1,459.52",0,36.49,36.49,0,"2,88,650.00"
SE/63,27 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,281,"2,18,912.38",0.14,5,"2,18,912.38",0,"5,472.81","5,472.81",0,"2,53,156.00"
SE/63,27 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,445.00",0.13,18,"18,445.00",0,"1,660.05","1,660.05",0,"2,53,156.00"
SE/63,27 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,5,"1,459.52",0.13,5,"1,459.52",0,36.49,36.49,0,"2,53,156.00"
SE/83,27 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,100,0,18,100,0,9,9,0,236
SE/83,27 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,236
SE/64,28 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,334,"2,60,201.90",0,5,"2,60,201.90",0,"6,505.05","6,505.05",0,"2,74,438.00"
SE/64,28 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0,5,"1,167.62",0,29.19,29.19,0,"2,74,438.00"
SE/84,28 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,150,0,18,150,0,13.5,13.5,0,177
SE/65,29 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,363,"2,82,794.29",-0.12,5,"2,82,794.29",0,"7,069.86","7,069.86",0,"3,11,196.00"
SE/65,29 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,7,"10,808.47",-0.12,18,"10,808.47",0,972.76,972.76,0,"3,11,196.00"
SE/65,29 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,-0.12,5,875.71,0,21.89,21.89,0,"3,11,196.00"
SE/65,29 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.12,5,560.95,0,14.02,14.02,0,"3,11,196.00"
SE/66,30 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,224,"1,74,506.67",0.13,5,"1,74,506.67",0,"4,362.67","4,362.67",0,"2,08,400.00"
SE/66,30 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,11,"20,289.50",0.12,18,"20,289.50",0,"1,826.06","1,826.06",0,"2,08,400.00"
SE/66,30 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0.12,5,"1,167.62",0,29.19,29.19,0,"2,08,400.00"
SE/67,31 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,269,"2,09,563.81",0.1,5,"2,09,563.81",0,"5,239.10","5,239.10",0,"2,25,243.00"
SE/67,31 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,1,"1,544.07",0.09,18,"1,544.07",0,138.97,138.97,0,"2,25,243.00"
SE/67,31 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,844.50",0.09,18,"1,844.50",0,166.01,166.01,0,"2,25,243.00"
SE/67,31 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0.09,5,583.81,0,14.6,14.6,0,"2,25,243.00"
SE/67,31 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0.09,5,560.95,0,14.02,14.02,0,"2,25,243.00"
SE/85,31 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,59
SE/86,01 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,299,"2,32,935.24",-0.24,5,"2,32,935.24",0,"5,823.38","5,823.38",0,"2,45,501.00"
SE/86,01 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,-0.25,5,875.71,0,21.89,21.89,0,"2,45,501.00"
SE/87,03 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,279,"2,17,354.29",-0.01,5,"2,17,354.29",0,"5,433.86","5,433.86",0,"2,52,746.00"
SE/87,03 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,11,"19,525.00",0,18,"19,525.00",0,"1,757.25","1,757.25",0,"2,52,746.00"
SE/87,03 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0,5,291.9,0,7.3,7.3,0,"2,52,746.00"
SE/87,03 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,2,"1,121.90",0,5,"1,121.90",0,28.05,28.05,0,"2,52,746.00"
SE/113,03 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,59
SE/88,04 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,397,"3,09,281.90",-0.17,5,"3,09,281.90",0,"7,732.05","7,732.05",0,"3,29,170.00"
SE/88,04 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,2,"2,970.34",-0.16,18,"2,970.34",0,267.33,267.33,0,"3,29,170.00"
SE/88,04 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,-0.16,5,875.71,0,21.89,21.89,0,"3,29,170.00"
SE/89,05 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,291,"2,26,702.86",0.11,5,"2,26,702.86",0,"5,667.57","5,667.57",0,"2,42,805.00"
SE/89,05 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,1,"1,485.17",0.13,18,"1,485.17",0,133.67,133.67,0,"2,42,805.00"
SE/89,05 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,775.00",0.13,18,"1,775.00",0,159.75,159.75,0,"2,42,805.00"
SE/89,05 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,0.13,5,875.71,0,21.89,21.89,0,"2,42,805.00"
SE/114,05 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,100,0,18,100,0,9,9,0,236
SE/114,05 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,236
SE/90,06 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,235,"1,83,076.19",0,5,"1,83,076.19",0,"4,576.90","4,576.90",0,"1,96,348.00"
SE/90,06 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0,5,583.81,0,14.6,14.6,0,"1,96,348.00"
SE/90,06 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,2,"2,970.34",0,18,"2,970.34",0,267.33,267.33,0,"1,96,348.00"
SE/91,07 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,353,"2,75,003.81",0.08,5,"2,75,003.81",0,"6,875.10","6,875.10",0,"3,19,664.00"
SE/91,07 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,5,"7,425.85",0.1,18,"7,425.85",0,668.33,668.33,0,"3,19,664.00"
SE/91,07 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,750.00",0.1,18,"17,750.00",0,"1,597.50","1,597.50",0,"3,19,664.00"
SE/91,07 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0.1,5,583.81,0,14.6,14.6,0,"3,19,664.00"
SE/91,07 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0.1,5,560.95,0,14.02,14.02,0,"3,19,664.00"
SE/92,08 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,277,"2,15,796.19",-0.17,5,"2,15,796.19",0,"5,394.90","5,394.90",0,"2,29,906.00"
SE/92,08 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,775.00",-0.16,18,"1,775.00",0,159.75,159.75,0,"2,29,906.00"
SE/92,08 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",-0.16,5,"1,167.62",0,29.19,29.19,0,"2,29,906.00"
SE/93,10 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,253,"1,97,099.05",-0.13,5,"1,97,099.05",0,"4,927.48","4,927.48",0,"2,29,407.00"
SE/93,10 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,750.00",-0.12,18,"17,750.00",0,"1,597.50","1,597.50",0,"2,29,407.00"
SE/93,10 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,-0.12,5,875.71,0,21.89,21.89,0,"2,29,407.00"
SE/93,10 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.12,5,560.95,0,14.02,14.02,0,"2,29,407.00"
SE/94,11 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,377,"2,93,700.95",-0.15,5,"2,93,700.95",0,"7,342.52","7,342.52",0,"3,09,894.00"
SE/94,11 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,-0.16,5,875.71,0,21.89,21.89,0,"3,09,894.00"
SE/94,11 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.16,5,560.95,0,14.02,14.02,0,"3,09,894.00"
SE/95,12 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,274,"2,13,459.05",0.24,5,"2,13,459.05",0,"5,336.48","5,336.48",0,"2,51,361.00"
SE/95,12 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,13,"23,075.00",0.25,18,"23,075.00",0,"2,076.75","2,076.75",0,"2,51,361.00"
SE/96,13 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,369,"2,87,468.57",0,5,"2,87,468.57",0,"7,186.71","7,186.71",0,"3,03,068.00"
SE/96,13 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0.01,5,"1,167.62",0,29.19,29.19,0,"3,03,068.00"
SE/115,13 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,59
SE/97,14 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,312,"2,43,062.86",-0.01,5,"2,43,062.86",0,"6,076.57","6,076.57",0,"2,58,819.00"
SE/97,14 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,775.00",0.01,18,"1,775.00",0,159.75,159.75,0,"2,58,819.00"
SE/97,14 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,0.01,5,875.71,0,21.89,21.89,0,"2,58,819.00"
SE/97,14 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0.01,5,560.95,0,14.02,14.02,0,"2,58,819.00"
SE/116,14 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/98,15 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,305,"2,37,609.52",0,5,"2,37,609.52",0,"5,940.24","5,940.24",0,"2,71,637.00"
SE/98,15 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,750.00",0,18,"17,750.00",0,"1,597.50","1,597.50",0,"2,71,637.00"
SE/98,15 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0,5,583.81,0,14.6,14.6,0,"2,71,637.00"
SE/98,15 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0,5,560.95,0,14.02,14.02,0,"2,71,637.00"
SE/117,15 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,202.54",0,18,"2,202.54",0,198.23,198.23,0,"2,835.00"
SE/117,15 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,"2,835.00"
SE/112,16 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,2,"2,970.34",0,18,"2,970.34",0,267.33,267.33,0,"3,505.00"
SE/99,17 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,235,"1,83,076.19",0.13,5,"1,83,076.19",0,"4,576.90","4,576.90",0,"2,06,479.00"
SE/99,17 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,3,"4,455.51",0.12,18,"4,455.51",0,401,401,0,"2,06,479.00"
SE/99,17 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,4,"7,100.00",0.12,18,"7,100.00",0,639,639,0,"2,06,479.00"
SE/99,17 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0.12,5,583.81,0,14.6,14.6,0,"2,06,479.00"
SE/100,18 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,339,"2,64,097.14",0,5,"2,64,097.14",0,"6,602.43","6,602.43",0,"2,78,528.00"
SE/100,18 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0,5,"1,167.62",0,29.19,29.19,0,"2,78,528.00"
SE/118,18 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,236
SE/101,19 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,147,"1,14,520.00",0.25,5,"1,14,520.00",0,"2,863.00","2,863.00",0,"1,20,553.00"
SE/101,19 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.25,5,291.9,0,7.3,7.3,0,"1,20,553.00"
SE/102,20 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,306,"2,38,388.57",-0.11,5,"2,38,388.57",0,"5,959.71","5,959.71",0,"2,72,761.00"
SE/102,20 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,750.00",-0.12,18,"17,750.00",0,"1,597.50","1,597.50",0,"2,72,761.00"
SE/102,20 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,-0.12,5,875.71,0,21.89,21.89,0,"2,72,761.00"
SE/102,20 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.12,5,560.95,0,14.02,14.02,0,"2,72,761.00"
SE/103,21 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,531,"4,13,674.29",0,5,"4,13,674.29",0,"10,341.86","10,341.86",0,"4,36,417.00"
SE/103,21 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,1,"1,485.17",-0.01,18,"1,485.17",0,133.67,133.67,0,"4,36,417.00"
SE/103,21 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,-0.01,5,291.9,0,7.3,7.3,0,"4,36,417.00"
SE/123,21 June 2024,UJJAWAL SCHEM [Customer],,,Gujarat,,SERVICE_18,996913,0,"8,008.47",0,18,"8,008.47",0,720.76,720.76,0,"1,49,940.00"
SE/123,21 June 2024,UJJAWAL SCHEM [Customer],,,Gujarat,,18_AMOUNT,732111,0,"1,19,059.32",0.01,18,"1,19,059.32",0,"10,715.34","10,715.34",0,"1,49,940.00"
SE/104,22 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,355,"2,76,561.90",0,5,"2,76,561.90",0,"6,914.05","6,914.05",0,"3,12,561.00"
SE/104,22 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,750.00",0,18,"17,750.00",0,"1,597.50","1,597.50",0,"3,12,561.00"
SE/104,22 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0,5,"1,167.62",0,29.19,29.19,0,"3,12,561.00"
SE/105,23 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,71,"55,312.38",0,5,"55,312.38",0,"1,382.81","1,382.81",0,"58,078.00"
SE/106,24 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,350,"2,72,666.67",0.16,5,"2,72,666.67",0,"6,816.67","6,816.67",0,"2,88,422.00"
SE/106,24 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,5,"1,459.52",0.17,5,"1,459.52",0,36.49,36.49,0,"2,88,422.00"
SE/106,24 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0.17,5,560.95,0,14.02,14.02,0,"2,88,422.00"
SE/119,24 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,252.54",0,18,"2,252.54",0,202.73,202.73,0,"2,776.00"
SE/119,24 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,"2,776.00"
SE/107,25 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,382,"2,97,596.19",-0.01,5,"2,97,596.19",0,"7,439.90","7,439.90",0,"3,35,236.00"
SE/107,25 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,750.00",0.01,18,"17,750.00",0,"1,597.50","1,597.50",0,"3,35,236.00"
SE/107,25 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0.01,5,"1,167.62",0,29.19,29.19,0,"3,35,236.00"
SE/107,25 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0.01,5,560.95,0,14.02,14.02,0,"3,35,236.00"
SE/108,26 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,325,"2,53,190.48",0,5,"2,53,190.48",0,"6,329.76","6,329.76",0,"2,66,463.00"
SE/108,26 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,-0.01,5,583.81,0,14.6,14.6,0,"2,66,463.00"
SE/120,26 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/109,27 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,321,"2,50,074.29",0,5,"2,50,074.29",0,"6,251.86","6,251.86",0,"2,63,804.00"
