Vou No.,Vou Date,Party Name,GSTIN No.,City,Place of Supply,Product Name,HSN Code,Quantity-1,Item Amount,Expense / Discount,Tax %,Taxable Amt.,IGST,CGST,SGST,Cess,Bill Amount
SCT/1179,09 February 2024,HECTOR CERAMIC LLP,24AAPFH3016C1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,2314,"1,50,410.00",0,18,"1,50,410.00",0,"13,537.25","13,537.25",0,"2,38,461.00"
SCT/1179,09 February 2024,HECTOR CERAMIC LLP,24AAPFH3016C1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,795,"51,675.00",0,18,"51,675.00",0,"4,650.75","4,650.75",0,"2,38,461.00"
SCT/1180,09 February 2024,QCERO CERAMICS LLP,24AAAFQ8463B1ZH,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,987,"59,220.00",0,18,"59,220.00",0,"5,329.80","5,329.80",0,"87,792.00"
SCT/1180,09 February 2024,QCERO CERAMICS LLP,24AAAFQ8463B1ZH,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,253,"15,180.00",0,18,"15,180.00",0,"1,366.20","1,366.20",0,"87,792.00"
SCT/1181,09 February 2024,IVAAN ENTERPRISES,07ALKPM8342E1ZZ,JAGATPURI,Delhi,CERAMIC GLAZE TILES,69072300,4918,"2,70,490.00",947,18,"2,71,437.00","48,859.00",0,0,0,"3,20,296.00"
SCT/1182,09 February 2024,VIKAS NANJIBHAI PATHAR,,VERAVAL,Gujarat,CERAMIC GLAZE TILES,69072300,250,"15,000.00",53,18,"15,053.00",0,"1,355.00","1,355.00",0,"17,763.00"
SCT/1183,09 February 2024,ROXY MARBLE AND TILES,09DQOPA0596L1ZB,MUZAFFARNAGAR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,2351,"1,36,358.00",477,18,"1,36,835.00","24,630.00",0,0,0,"1,61,465.00"
SCT/1184,09 February 2024,OM MARBLE & TILES,07CGFPG9755D1ZA,DELHI,Delhi,CERAMIC GLAZE TILES,69072300,3814,"2,09,770.00",734,18,"2,10,504.00","37,891.00",0,0,0,"2,48,395.00"
SCT/1185,09 February 2024,GOYAL MARBAL,08BFSPK2817R1ZK,BHARATPUR,Rajasthan,CERAMIC GLAZE TILES,69072300,715,"42,900.00",150,18,"43,050.00","7,749.00",0,0,0,"50,799.00"
SCT/1186,09 February 2024,J J ENGINEERING / J J IMPORT EXPORT,27AXHPJ6907F1ZE,PANVEL,Maharashtra,CERAMIC GLAZE TILES,69072300,4126,"2,06,300.00",722,18,"2,07,022.00","37,264.00",0,0,0,"2,44,286.00"
SCT/1187,09 February 2024,PRAGATI TILES DEPO,33AWFPG9623A1ZZ,HOSUR,Tamil Nadu,CERAMIC GLAZE TILES,69072300,2739,"1,91,730.00",670.74,18,"1,92,400.78","34,631.86",0,0,0,"2,55,878.00"
SCT/1187,09 February 2024,PRAGATI TILES DEPO,33AWFPG9623A1ZZ,HOSUR,Tamil Nadu,CERAMIC GLAZE TILES,69072300,348,"24,360.00",85.26,18,"24,445.22","4,400.14",0,0,0,"2,55,878.00"
SCT/1188,09 February 2024,CERAMIC DESIGN,24AOAPP7980E1ZU,Ahmedabad,Gujarat,CERAMIC GLAZE TILES,69072300,1751,"1,05,060.00",367.45,18,"1,05,427.48",0,"9,488.18","9,488.18",0,"1,42,521.00"
SCT/1188,09 February 2024,CERAMIC DESIGN,24AOAPP7980E1ZU,Ahmedabad,Gujarat,CERAMIC GLAZE TILES,69072300,255,"15,300.00",53.55,18,"15,353.52",0,"1,381.82","1,381.82",0,"1,42,521.00"
SCT/1190,09 February 2024,APEX CERMIC,27CNLPK6143A2Z4,Vasai Virar,Maharashtra,CERAMIC GLAZE TILES,69072300,2316,"1,38,960.00",486,18,"1,39,446.00","25,100.00",0,0,0,"1,64,546.00"
SCT/1191,09 February 2024,ALI CERAMIC,27CSMPA3358M1ZC,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,3437,"2,06,220.00",722.27,18,"2,06,942.19","37,249.41",0,0,0,"2,87,744.00"
SCT/1191,09 February 2024,ALI CERAMIC,27CSMPA3358M1ZC,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,613,"36,780.00",128.73,18,"36,908.81","6,643.59",0,0,0,"2,87,744.00"
SCT/1192,09 March 2024,GROW CERAMIC,24DKHPB1615L1ZF,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1320,"92,400.00",0,18,"92,400.00",0,"8,316.00","8,316.00",0,"1,09,032.00"
SCT/1193,09 March 2024,ZALA SHAKTISINH RANJEETSINH,,RAJKOT,Gujarat,CERAMIC GLAZE TILES,69072300,134,"6,700.00",0,18,"6,700.00",0,603.5,603.5,0,"9,146.00"
SCT/1193,09 March 2024,ZALA SHAKTISINH RANJEETSINH,,RAJKOT,Gujarat,CERAMIC GLAZE TILES,69072300,21,"1,050.00",0,18,"1,050.00",0,94.5,94.5,0,"9,146.00"
SCT/1194,09 March 2024,SHIVSHAKTI TRADERS,29AICPV2304A1ZO,BIDAR,Karnataka,CERAMIC GLAZE TILES,69072300,451,"24,805.00",86.7,18,"24,891.73","4,480.61",0,0,0,"38,946.00"
SCT/1194,09 March 2024,SHIVSHAKTI TRADERS,29AICPV2304A1ZO,BIDAR,Karnataka,CERAMIC GLAZE TILES,69072300,147,"8,085.00",28.3,18,"8,113.27","1,460.39",0,0,0,"38,946.00"
SCT/1195,09 March 2024,J J ENGINEERING / J J IMPORT EXPORT,27AXHPJ6907F1ZE,PANVEL,Maharashtra,CERAMIC GLAZE TILES,69072300,2248,"1,12,400.00",392.95,18,"1,12,793.15","20,303.15",0,0,0,"2,40,023.00"
SCT/1195,09 March 2024,J J ENGINEERING / J J IMPORT EXPORT,27AXHPJ6907F1ZE,PANVEL,Maharashtra,CERAMIC GLAZE TILES,69072300,1806,"90,300.00",316.05,18,"90,615.85","16,310.85",0,0,0,"2,40,023.00"
SCT/1196,09 March 2024,NIHAL TILES,27AEYPS6250C1Z1,AHMEDNAGAR,Maharashtra,CERAMIC GLAZE TILES,69072300,554,"44,320.00",154.92,18,"44,474.97","8,005.23",0,0,0,"70,100.00"
SCT/1196,09 March 2024,NIHAL TILES,27AEYPS6250C1Z1,AHMEDNAGAR,Maharashtra,CERAMIC GLAZE TILES,69072300,186,"14,880.00",52.08,18,"14,932.03","2,687.77",0,0,0,"70,100.00"
SCT/1197,09 March 2024,RUCHI TRADERS,23ABBPA1358F1ZF,KHANDWA,Madhya Pradesh,CERAMIC GLAZE TILES,69072300,1541,"1,07,870.00",378,18,"1,08,248.00","19,485.00",0,0,0,"1,27,733.00"
SCT/1198,09 April 2024,S P MARKETING,24AOYPB3050K1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1003,"25,075.00",0,18,"25,075.00",0,"2,257.00","2,257.00",0,"29,589.00"
SCT/1199,09 April 2024,LOGIN TILES LLP,24AAKFL4918Q1ZP,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,805,"48,300.00",0,18,"48,300.00",0,"4,347.00","4,347.00",0,"56,994.00"
SCT/1200,09 April 2024,HIND TRADING,27AVHPK1609B1Z0,AURANGABAD,Maharashtra,CERAMIC GLAZE TILES,69072300,2222,"1,28,876.00",450.59,18,"1,29,326.67","23,279.04",0,0,0,"1,84,885.00"
SCT/1200,09 April 2024,HIND TRADING,27AVHPK1609B1Z0,AURANGABAD,Maharashtra,CERAMIC GLAZE TILES,69072300,470,"27,260.00",95.41,18,"27,355.33","4,923.96",0,0,0,"1,84,885.00"
SCT/1202,09 April 2024,T TILES,24AATFT9429R1ZY,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,246,"13,530.00",0,18,"13,530.00",0,"1,218.00","1,218.00",0,"15,966.00"
SCT/1201,09 April 2024,TILES GALLERY-GUWAHATI,18AALFT7004N1ZO,"GUWAHATI	",Assam,CERAMIC GLAZE TILES,69072300,2737,"1,50,535.00",527.34,18,"1,51,062.31","27,191.68",0,0,0,"1,88,627.00"
SCT/1201,09 April 2024,TILES GALLERY-GUWAHATI,18AALFT7004N1ZO,"GUWAHATI	",Assam,CERAMIC GLAZE TILES,69072300,292,"8,760.00",30.66,18,"8,790.69","1,582.32",0,0,0,"1,88,627.00"
SCT/1203,09 April 2024,T TILES,24AATFT9429R1ZY,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,300,"16,500.00",0,18,"16,500.00",0,"1,484.60","1,484.60",0,"21,546.00"
SCT/1203,09 April 2024,T TILES,24AATFT9429R1ZY,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,32,"1,760.00",0,18,"1,760.00",0,158.4,158.4,0,"21,546.00"
SCT/1204,09 April 2024,JAI AMBEY TILES,07ASNPA6311M1ZO,DELHI,Delhi,CERAMIC GLAZE TILES,69072300,2236,"1,22,980.00",430.14,18,"1,23,410.15","22,213.71",0,0,0,"1,50,313.00"
SCT/1204,09 April 2024,JAI AMBEY TILES,07ASNPA6311M1ZO,DELHI,Delhi,CERAMIC GLAZE TILES,69072300,72,"3,960.00",13.86,18,"3,973.85",715.29,0,0,0,"1,50,313.00"
SCT/1205,09 April 2024,GURUKRUPA TILES,27AMLPP0108R1ZK,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,3903,"1,95,150.00",682.65,18,"1,95,832.67","35,249.64",0,0,0,"2,43,042.00"
SCT/1205,09 April 2024,GURUKRUPA TILES,27AMLPP0108R1ZK,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,202,"10,100.00",35.35,18,"10,135.33","1,824.36",0,0,0,"2,43,042.00"
SCT/1206,09 April 2024,AMBIKA CERAMIC MARKETING,24ESWPP4645E1Z8,Himmatnagar,Gujarat,CERAMIC GLAZE TILES,69072300,2037,"1,12,035.00",0,18,"1,12,035.00",0,"10,082.75","10,082.75",0,"1,38,366.00"
SCT/1206,09 April 2024,AMBIKA CERAMIC MARKETING,24ESWPP4645E1Z8,Himmatnagar,Gujarat,CERAMIC GLAZE TILES,69072300,95,"5,225.00",0,18,"5,225.00",0,470.25,470.25,0,"1,38,366.00"
SCT/1207,09 April 2024,UNNATI ENTERPRISE,18AISPD3851A1ZF,Dhemaji,Assam,CERAMIC GLAZE TILES,69072300,994,"57,652.00",202,18,"57,854.00","10,414.00",0,0,0,"68,268.00"
SCT/1208,09 April 2024,CERAMIC DESIGN,24AOAPP7980E1ZU,Ahmedabad,Gujarat,CERAMIC GLAZE TILES,69072300,1827,"1,09,620.00",383.87,18,"1,10,003.85",0,"9,899.91","9,899.91",0,"1,40,674.00"
SCT/1208,09 April 2024,CERAMIC DESIGN,24AOAPP7980E1ZU,Ahmedabad,Gujarat,CERAMIC GLAZE TILES,69072300,153,"9,180.00",32.13,18,"9,212.15",0,829.09,829.09,0,"1,40,674.00"
SCT/1209,09 April 2024,HINDUSTAN TILES,08ACRPK6882D1Z4,PILIBANGAN,Rajasthan,CERAMIC GLAZE TILES,69072300,3505,"1,92,775.00",674.65,18,"1,93,449.66","34,820.66",0,0,0,"2,94,700.00"
SCT/1209,09 April 2024,HINDUSTAN TILES,08ACRPK6882D1Z4,PILIBANGAN,Rajasthan,CERAMIC GLAZE TILES,69072300,1020,"56,100.00",196.35,18,"56,296.34","10,133.34",0,0,0,"2,94,700.00"
SCT/1210,09 May 2024,NEWGRESS BHARAT TILES LLP,24AAWFN6962G1ZO,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,50,"2,900.00",0,18,"2,900.00",0,261,261,0,"3,422.00"
SCT/1211,09 May 2024,SHRI KRISHNA TRADERS.,22ALBPB1897N1Z2,RAIPUR,Chattisgarh,CERAMIC GLAZE TILES,69072300,1523,"91,380.00",319.82,18,"91,699.82","16,506.29",0,0,0,"1,40,746.00"
SCT/1211,09 May 2024,SHRI KRISHNA TRADERS.,22ALBPB1897N1Z2,RAIPUR,Chattisgarh,CERAMIC GLAZE TILES,69072300,458,"27,480.00",96.18,18,"27,576.18","4,963.71",0,0,0,"1,40,746.00"
SCT/1212,09 May 2024,R K TILES AND SANITARY,,KULLIAN,Punjab,CERAMIC GLAZE TILES,69072300,1844,"1,19,860.00",419.83,18,"1,20,279.80","21,650.18",0,0,0,"1,54,168.00"
SCT/1212,09 May 2024,R K TILES AND SANITARY,,KULLIAN,Punjab,CERAMIC GLAZE TILES,69072300,159,"10,335.00",36.17,18,"10,371.20","1,866.82",0,0,0,"1,54,168.00"
SCT/1213,09 May 2024,PATEL TILES SANITARYWARE,24APJPP6999R1ZJ,BHUJ,Gujarat,CERAMIC GLAZE TILES,69072300,100,"5,500.00",19,18,"5,519.00",0,497,497,0,"6,513.00"
SCT/1214,09 May 2024,SOMNATH TILES,24AEVFS3993M1ZY,PALANPUR,Gujarat,CERAMIC GLAZE TILES,69072300,1912,"1,52,960.00",535.6,18,"1,53,495.60",0,"13,814.24","13,814.24",0,"1,83,966.00"
SCT/1214,09 May 2024,SOMNATH TILES,24AEVFS3993M1ZY,PALANPUR,Gujarat,CERAMIC GLAZE TILES,69072300,30,"2,400.00",8.4,18,"2,408.40",0,216.76,216.76,0,"1,83,966.00"
SCT/1215,09 May 2024,NEWGRESS BHARAT TILES LLP,24AAWFN6962G1ZO,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,90,"5,220.00",0,18,"5,220.00",0,470,470,0,"6,160.00"
SCT/1216,09 May 2024,CERAMIC DESIGN,24AOAPP7980E1ZU,Ahmedabad,Gujarat,CERAMIC GLAZE TILES,69072300,1820,"1,09,200.00",382,18,"1,09,582.00",0,"9,862.00","9,862.00",0,"1,29,306.00"
SCT/1217,09 May 2024,JAGDAMBA STONE SUPPLIERS,08CLBPM7587A1ZZ,DEOLI,Rajasthan,CERAMIC GLAZE TILES,69072300,1487,"89,220.00",312.61,18,"89,532.60","16,115.57",0,0,0,"1,09,840.00"
SCT/1217,09 May 2024,JAGDAMBA STONE SUPPLIERS,08CLBPM7587A1ZZ,DEOLI,Rajasthan,CERAMIC GLAZE TILES,69072300,59,"3,540.00",12.39,18,"3,552.40",639.43,0,0,0,"1,09,840.00"
SCT/1218,09 May 2024,MEWAR TAILES,08CSEPM4768F1ZF,Kapasan,Rajasthan,CERAMIC GLAZE TILES,69072300,2068,"1,44,760.00",506.41,18,"1,45,266.43","26,147.78",0,0,0,"1,86,500.00"
SCT/1218,09 May 2024,MEWAR TAILES,08CSEPM4768F1ZF,Kapasan,Rajasthan,CERAMIC GLAZE TILES,69072300,182,"12,740.00",44.59,18,"12,784.57","2,301.22",0,0,0,"1,86,500.00"
SCT/1219,09 May 2024,LOGIN TILES LLP,24AAKFL4918Q1ZP,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,363,"19,965.00",0,18,"19,965.00",0,"1,796.70","1,796.70",0,"27,063.00"
SCT/1219,09 May 2024,LOGIN TILES LLP,24AAKFL4918Q1ZP,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,54,"2,970.00",0,18,"2,970.00",0,267.3,267.3,0,"27,063.00"
SCT/1220,09 May 2024,M/S RAJ & COMPANY,20BWQPG2855Q1Z1,CHATRA,Jharkhand,CERAMIC GLAZE TILES,69072300,3631,"2,17,860.00",762.15,18,"2,18,622.20","39,351.90",0,0,0,"2,99,537.00"
SCT/1220,09 May 2024,M/S RAJ & COMPANY,20BWQPG2855Q1Z1,CHATRA,Jharkhand,CERAMIC GLAZE TILES,69072300,585,"35,100.00",122.85,18,"35,222.80","6,340.10",0,0,0,"2,99,537.00"
SCT/1221,09 May 2024,AMBIKA MARKETING,27CFBPM0669D2ZK,THANE,Maharashtra,CERAMIC GLAZE TILES,69072300,3057,"2,13,990.00",749.04,18,"2,14,739.04","38,653.03",0,0,0,"2,70,633.00"
SCT/1221,09 May 2024,AMBIKA MARKETING,27CFBPM0669D2ZK,THANE,Maharashtra,CERAMIC GLAZE TILES,69072300,208,"14,560.00",50.96,18,"14,610.96","2,629.97",0,0,0,"2,70,633.00"
SCT/1222,09 June 2024,SHREE BAJRANG TILES,24AEKPP4713M1Z7,VADODARA,Gujarat,CERAMIC GLAZE TILES,69072300,1145,"85,875.00",300.47,18,"86,175.49",0,"7,755.67","7,755.67",0,"1,16,074.00"
SCT/1222,09 June 2024,SHREE BAJRANG TILES,24AEKPP4713M1Z7,VADODARA,Gujarat,CERAMIC GLAZE TILES,69072300,162,"12,150.00",42.53,18,"12,192.51",0,"1,097.33","1,097.33",0,"1,16,074.00"
SCT/1223,09 June 2024,S P MARKETING,24AOYPB3050K1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1024,"25,600.00",0,18,"25,600.00",0,"2,304.00","2,304.00",0,"30,208.00"
SCT/1224,09 June 2024,BHARAT MARBLE,27AHEPC7163R1ZU,CHIKHALI,Maharashtra,CERAMIC GLAZE TILES,69072300,1004,"80,320.00",281,18,"80,601.00","14,508.00",0,0,0,"95,109.00"
SCT/1225,09 June 2024,VAIBHAV TRADERS,27AMGPK2228N1ZT,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,1460,"1,16,800.00",408.6,18,"1,17,208.62","21,097.19",0,0,0,"1,52,989.00"
SCT/1225,09 June 2024,VAIBHAV TRADERS,27AMGPK2228N1ZT,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,155,"12,400.00",43.4,18,"12,443.38","2,239.81",0,0,0,"1,52,989.00"
SCT/1226,09 June 2024,BHARAT SANITARY AND HARDWARE STORE,08AKIPS3897F1ZJ,DEOGARH,Rajasthan,CERAMIC GLAZE TILES,69072300,2373,"1,30,515.00",456.46,18,"1,30,971.49","23,574.75",0,0,0,"1,67,246.00"
SCT/1226,09 June 2024,BHARAT SANITARY AND HARDWARE STORE,08AKIPS3897F1ZJ,DEOGARH,Rajasthan,CERAMIC GLAZE TILES,69072300,195,"10,725.00",37.54,18,"10,762.51","1,937.25",0,0,0,"1,67,246.00"
SCT/1227,09 June 2024,PURAB MARBLE AND GRANITE,08ALDPR3648B1Z6,PALI,Rajasthan,CERAMIC GLAZE TILES,69072300,1767,"1,06,020.00",371,18,"1,06,391.00","19,150.00",0,0,0,"1,25,541.00"
SCT/1228,09 June 2024,MM TILES,34AANFM3474B1ZE,Edayarpalayam,Pondicherry,CERAMIC GLAZE TILES,69072300,1475,"88,500.00",310,18,"88,810.00","15,986.00",0,0,0,"1,04,796.00"
SCT/1229,09 June 2024,FABAL TILES AND SANITARY,09ACZPF9774F1ZQ,MORADABAD,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,3777,"2,26,620.00",792.92,18,"2,27,412.95","40,934.67",0,0,0,"3,00,177.00"
SCT/1229,09 June 2024,FABAL TILES AND SANITARY,09ACZPF9774F1ZQ,MORADABAD,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,448,"26,880.00",94.08,18,"26,974.05","4,855.33",0,0,0,"3,00,177.00"
SCT/1230,09 June 2024,DAR MARBLE TRADERS KUPWARA,01AZMPD9162H1ZG,KUPWARA,Jammu And Kashmir,CERAMIC GLAZE TILES,69072300,3217,"2,25,190.00",788,18,"2,25,978.00","40,676.00",0,0,0,"2,66,654.00"
SCT/1231,09 June 2024,SHREE TILES AND GRANITE,09FHRPM1452D1Z5,LUCKNOW,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,3346,"2,00,760.00",702.61,18,"2,01,462.62","36,263.33",0,0,0,"2,98,756.00"
SCT/1231,09 June 2024,SHREE TILES AND GRANITE,09FHRPM1452D1Z5,LUCKNOW,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,859,"51,540.00",180.39,18,"51,720.38","9,309.67",0,0,0,"2,98,756.00"
SCT/1232,09 June 2024,M/S MARIYAM MARBLE,19DBHPS5168C1ZB,KARBALA,West Bengal,CERAMIC GLAZE TILES,69072300,1118,"67,080.00",235,18,"67,315.00","12,117.00",0,0,0,"79,432.00"
SCT/1233,09 June 2024,DECORA,19FPYPS4855D1ZX,JALPAIGURI,West Bengal,CERAMIC GLAZE TILES,69072300,3800,"4,56,000.00",1596.06,18,"4,57,596.05","82,367.03",0,0,0,"5,97,796.00"
SCT/1233,09 June 2024,DECORA,19FPYPS4855D1ZX,JALPAIGURI,West Bengal,CERAMIC GLAZE TILES,69072300,407,"48,840.00",170.94,18,"49,010.95","8,821.97",0,0,0,"5,97,796.00"
SCT/1234,09 July 2024,HINDUSTAN TILES..,08AURPT4072E1Z6,SUTHLA,Rajasthan,CERAMIC GLAZE TILES,69072300,401,"24,060.00",84,18,"24,144.00","4,346.00",0,0,0,"28,490.00"
SCT/1235,09 July 2024,WELLORY IMPEX,24AADFW7321F1ZD,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,944,"56,640.00",0,18,"56,640.00",0,"5,098.00","5,098.00",0,"66,836.00"
SCT/1236,09 July 2024,HECTOR CERAMIC LLP,24AAPFH3016C1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,3102,"2,01,630.00",0,18,"2,01,630.00",0,"18,146.25","18,146.25",0,"2,68,219.00"
SCT/1236,09 July 2024,HECTOR CERAMIC LLP,24AAPFH3016C1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,395,"25,675.00",0,18,"25,675.00",0,"2,310.75","2,310.75",0,"2,68,219.00"
SCT/1237,09 July 2024,AAKASH TILES,27BYSPG9397M1Z6,Kallam,Maharashtra,CERAMIC GLAZE TILES,69072300,1582,"94,920.00",332.19,18,"95,252.19","17,145.11",0,0,0,"1,23,836.00"
SCT/1237,09 July 2024,AAKASH TILES,27BYSPG9397M1Z6,Kallam,Maharashtra,CERAMIC GLAZE TILES,69072300,161,"9,660.00",33.81,18,"9,693.81","1,744.89",0,0,0,"1,23,836.00"
SCT/1238,09 July 2024,AEQ SLAB TILES,24ACWPF1968N1ZW,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,954,"76,320.00",0,18,"76,320.00",0,"6,869.20","6,869.20",0,"1,10,260.00"
SCT/1238,09 July 2024,AEQ SLAB TILES,24ACWPF1968N1ZW,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,214,"17,120.00",0,18,"17,120.00",0,"1,540.80","1,540.80",0,"1,10,260.00"
SCT/1239,09 July 2024,SHREE CERA TILES,24AESFS2810Q1ZF,LALPAR,Gujarat,CERAMIC GLAZE TILES,69072300,531,"30,798.00",0,18,"30,798.00",0,"2,772.00","2,772.00",0,"36,342.00"
SCT/1240,09 July 2024,RADHIKA TILES AND MARBLE,09AKCPG2204N1ZB,BANDA,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,2566,"1,53,960.00",539.14,18,"1,54,499.11","27,810.10",0,0,0,"2,10,681.00"
SCT/1240,09 July 2024,RADHIKA TILES AND MARBLE,09AKCPG2204N1ZB,BANDA,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,250,"15,000.00",52.5,18,"15,052.52","2,709.45",0,0,0,"2,10,681.00"
SCT/1240,09 July 2024,RADHIKA TILES AND MARBLE,09AKCPG2204N1ZB,BANDA,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,112,"8,960.00",31.36,18,"8,991.37","1,618.45",0,0,0,"2,10,681.00"
SCT/1241,09 July 2024,PRAVINBHAI JETHALAL PARMAR,,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,46,"2,300.00",0,18,"2,300.00",0,207,207,0,"2,714.00"
SCT/1242,09 July 2024,PRAMUKH CERAMIC,24BGKPP1052N1Z6,MEHSANA,Gujarat,CERAMIC GLAZE TILES,69072300,169,"11,830.00",41.05,18,"11,871.36",0,"1,068.92","1,068.92",0,"1,18,532.00"
SCT/1242,09 July 2024,PRAMUKH CERAMIC,24BGKPP1052N1Z6,MEHSANA,Gujarat,CERAMIC GLAZE TILES,69072300,1261,"88,270.00",308.95,18,"88,578.64",0,"7,972.08","7,972.08",0,"1,18,532.00"
SCT/1243,09 July 2024,Z ENTERPRISES,27ARPPC5923L1ZE,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,254,"12,700.00",44.75,18,"12,744.47","2,293.94",0,0,0,"2,08,644.00"
SCT/1243,09 July 2024,Z ENTERPRISES,27ARPPC5923L1ZE,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,3270,"1,63,500.00",572.25,18,"1,64,072.53","29,533.06",0,0,0,"2,08,644.00"
SCT/1244,09 August 2024,MORBI CERAMIC TRADERS,27AKYPP3813E1ZS,KOLHAPUR,Maharashtra,CERAMIC GLAZE TILES,69072300,2195,"1,31,700.00",460.52,18,"1,32,160.58","23,788.94",0,0,0,"1,83,516.00"
SCT/1244,09 August 2024,MORBI CERAMIC TRADERS,27AKYPP3813E1ZS,KOLHAPUR,Maharashtra,CERAMIC GLAZE TILES,69072300,388,"23,280.00",81.48,18,"23,361.42","4,205.06",0,0,0,"1,83,516.00"
SCT/1245,09 August 2024,T TILES,24AATFT9429R1ZY,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,450,"24,750.00",0,18,"24,750.00",0,"2,228.00","2,228.00",0,"29,206.00"
SCT/1246,09 August 2024,SHRI BANKEY BIHARI BUILDING MATERIAL,09BUCPB0311G1ZE,MATHURA,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,601,"33,055.00",116,18,"33,171.00","5,971.00",0,0,0,"39,142.00"
SCT/1247,09 August 2024,VITHAI TILES AND GRANITE,27BPMPG9162B1ZU,JALNA,Maharashtra,CERAMIC GLAZE TILES,69072300,2928,"1,69,824.00",594.81,18,"1,70,418.75","30,675.87",0,0,0,"2,32,962.00"
SCT/1247,09 August 2024,VITHAI TILES AND GRANITE,27BPMPG9162B1ZU,JALNA,Maharashtra,CERAMIC GLAZE TILES,69072300,464,"26,912.00",94.19,18,"27,006.25","4,861.13",0,0,0,"2,32,962.00"
SCT/1248,09 August 2024,GROW CERAMIC,24DKHPB1615L1ZF,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,540,"37,800.00",0,18,"37,800.00",0,"3,402.00","3,402.00",0,"44,604.00"
SCT/1249,09 August 2024,T TILES,24AATFT9429R1ZY,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,4033,"2,21,815.00",0,18,"2,21,815.00",0,"19,963.00","19,963.00",0,"2,61,741.00"
SCT/1250,09 August 2024,TIRUPATI SALES AGENCY,24ACWPP2664D1ZC,VADODARA,Gujarat,CERAMIC GLAZE TILES,69072300,200,"11,000.00",38.5,18,"11,038.50",0,993.38,993.38,0,"37,892.00"
SCT/1250,09 August 2024,TIRUPATI SALES AGENCY,24ACWPP2664D1ZC,VADODARA,Gujarat,CERAMIC GLAZE TILES,69072300,300,"21,000.00",73.5,18,"21,073.50",0,"1,896.62","1,896.62",0,"37,892.00"
SCT/1251,09 August 2024,SHRI ASHTAVINAYAK ENTERPRISES,27ADUFS5508A1ZX,THANE,Maharashtra,CERAMIC GLAZE TILES,69072300,3058,"1,52,900.00",534.65,18,"1,53,434.71","27,618.35",0,0,0,"2,04,854.00"
SCT/1251,09 August 2024,SHRI ASHTAVINAYAK ENTERPRISES,27ADUFS5508A1ZX,THANE,Maharashtra,CERAMIC GLAZE TILES,69072300,402,"20,100.00",70.35,18,"20,170.29","3,630.65",0,0,0,"2,04,854.00"
SCT/1252,09 August 2024,AASHWIN CERAMICS,33ADYPN9574B1Z0,Cuddalore,Tamil Nadu,CERAMIC GLAZE TILES,69072300,2170,"1,30,200.00",456,18,"1,30,656.00","23,518.00",0,0,0,"1,54,174.00"
SCT/1253,09 September 2024,D AND J TRADING,24BYCPP8943A1ZI,JAMNAGAR,Gujarat,CERAMIC GLAZE TILES,69072300,466,"27,960.00",97.4,18,"28,057.45",0,"2,524.87","2,524.87",0,"37,370.00"
